id,"Alkalinity, total",Calcium,Chloride,Fluoride,Magnesium,Nitrate as N,Sodium,Specific Conductivity,Sulfate,Total Dissolved Solids,Hardness
7213,150.0,53.0,42.0,0.22,25.0,1.3,96.0,480.0,28.0,470.0,222.7079107314908
7214,140.0,59.0,14.8,0.17,23.0,2.08,20.0,530.0,62.9,310.0,239.64650008746148
7215,140.0,36.0,110.0,0.12,9.7,0.78,90.0,675.0,11.0,400.0,137.00002681693306
7216,130.0,97.0,88.0,0.63,22.0,0.64,55.0,960.0,240.0,640.0,331.13556149406145
7217,69.0,39.0,51.0,0.12,2.5,22.4,80.0,600.0,28.0,370.0,121.0555828147343
7218,160.0,27.0,5.9,0.2,16.0,1.0,9.2,280.0,4.5,180.0,130.8901535742036
7219,210.0,68.0,50.0,0.37,20.7,0.75,46.0,630.0,120.0,470.0,265.9103119935619
7220,170.0,71.0,69.0,0.34,15.1,2.5,37.0,710.0,100.0,420.0,245.8712817737818
7221,150.0,100.0,99.0,0.1,11.0,12.0,40.0,880.0,53.0,500.0,295.0717503607504
7222,260.0,64.0,8.7,0.76,27.0,1.3,18.0,510.0,16.0,320.0,259.71133928987683
7223,76.0,22.0,81.0,0.21,12.0,1.2,44.0,450.0,11.0,70.0,231.77045613318052
7224,62.4,15.9,45.0,0.2,9.1,4.3,35.6,380.0,2.8,228.0,86.81728982406484
7225,159.0,50.9,48.8,0.77,55.7,5.8,23.0,727.0,133.0,464.0,359.71868812631817
7226,160.0,34.0,24.0,0.13,28.0,1.0,23.0,480.0,41.0,310.0,209.99104841067262
7227,130.0,31.0,24.0,0.0,27.0,11.0,15.0,454.0,26.0,290.0,183.20577453686678
7228,180.0,81.0,298.0,0.2,69.0,0.5,239.0,2470.0,216.0,1260.0,519.476036008436
7229,117.6,29.3,8.0,0.1,11.0,2.28,15.0,230.0,6.2,307.0,125.51432720057721
7230,140.0,52.0,8.4,0.3,14.0,11.0,18.0,400.0,28.0,350.0,193.26454900377394
7231,130.0,44.0,14.0,0.18,6.5,3.251,26.0,390.0,33.0,250.0,135.773317117523
7232,180.0,94.0,93.0,0.19,16.4,2.5,48.0,890.0,130.0,540.0,295.3273325979576
7233,190.0,21.0,3.9,0.6,24.0,1.0,28.0,350.0,28.0,210.0,152.6673791763792
7234,157.0,31.5,14.8,0.2,25.1,0.533,26.0,568.0,27.8,470.0,197.93390800865808
7235,230.0,48.0,29.0,0.5,16.0,4.1,43.0,500.0,20.0,320.0,192.41949783549782
7236,120.0,28.0,31.0,0.11,11.0,4.6,31.0,390.0,5.9,270.0,124.19688263403268
7237,150.0,28.0,8.3,0.78,6.4,1.3,36.0,320.0,15.0,200.0,102.14822387190587
7238,173.0,105.0,53.5,0.43,16.4,1.08,44.0,702.0,143.0,526.0,312.0629508269507
7239,110.0,20.0,7.2,0.11,12.0,1.04,12.0,240.0,3.6,180.0,98.62199903984903
7240,280.0,53.0,46.0,0.19,10.0,7.5,37.0,540.0,55.0,350.0,176.31564984521034
7241,74.0,31.0,36.0,0.3,7.7,4.7,36.0,410.0,48.0,290.0,124.58860751997997
7242,160.0,99.0,50.0,0.45,11.0,1.8,33.0,730.0,95.0,530.0,285.903363997114
7243,160.0,58.0,63.0,0.46,22.0,2.5,32.0,600.0,42.0,380.0,235.89984514191366
7244,190.0,73.0,41.0,0.27,30.0,3.2,50.0,620.0,43.0,360.0,301.6874595254744
7245,100.0,32.0,27.0,0.2,6.0,1.5,30.0,369.0,32.6,240.0,111.93367277722278
7246,160.0,120.0,200.0,0.15,25.0,6.1,85.0,1100.0,110.0,930.0,391.3992242146742
7247,97.0,5.9,6.8,0.16,0.23,2.5,50.0,190.0,5.3,190.0,21.566767089038418
7248,320.0,58.0,33.0,0.13,39.0,7.0,30.0,760.0,14.0,460.0,300.90725451659455
7249,160.0,59.0,13.0,0.22,9.3,3.2,33.0,460.0,29.0,270.0,182.6139251970252
7250,120.0,20.0,80.0,0.7,1.9,2.3,95.0,600.0,44.0,410.0,71.73497731157731
7251,300.0,66.0,86.0,0.12,37.0,3.2,34.0,780.0,120.0,530.0,328.0047862027515
7252,130.0,30.0,18.0,0.12,8.5,4.5,37.0,380.0,24.0,280.0,120.591950987901
7253,130.0,82.0,95.0,0.15,13.0,7.2,73.0,1010.0,62.0,630.0,257.16960334110337
7254,99.0,26.0,7.8,0.43,3.8,0.61,26.0,280.0,22.0,130.0,81.036511989122
7255,400.0,58.0,110.0,0.1,19.0,7.5,130.0,1100.0,57.0,630.0,231.74846165279163
7256,270.0,87.0,58.0,0.79,22.0,0.7,36.0,760.0,52.0,530.0,303.7766786948347
7257,254.0,40.0,13.5,0.1,39.0,2.74,19.0,440.0,16.4,314.0,241.8156147654568
7258,120.0,33.0,26.0,1.2,12.0,1.1,59.0,490.0,60.0,420.0,144.452874952825
7259,130.0,19.0,9.0,0.11,9.0,2.2,34.0,309.0,7.0,160.0,84.98545083877228
7260,160.0,21.0,14.0,0.15,19.0,5.4,27.0,400.0,8.6,300.0,138.55551841557136
7261,360.0,110.0,45.0,0.12,81.0,20.0,25.0,1100.0,110.0,750.0,526.7034386224886
7262,96.0,36.0,20.0,0.19,6.6,0.65,31.0,285.0,15.0,200.0,110.22523765646123
7263,66.0,8.1,20.0,0.18,0.34,3.4,44.0,250.0,18.0,180.0,23.5967684875582
7264,200.0,68.0,26.0,0.3,9.0,6.01,30.0,521.0,20.0,347.0,206.91038513169576
7265,253.0,50.1,19.4,0.084,38.8,4.65,27.0,632.0,59.8,380.0,291.31244713619714
7266,160.0,47.0,63.3,0.2,26.0,6.079,24.5,460.0,19.4,330.0,223.28336263780665
7267,130.0,48.0,9.4,0.13,8.1,14.0,24.0,420.0,22.0,270.0,161.29320045787546
7268,99.0,35.0,13.0,0.53,6.5,0.44,67.0,570.0,160.0,570.0,121.24537320091673
7269,56.0,12.0,88.0,0.14,16.0,5.6,36.0,390.0,8.4,310.0,151.75101794316797
7270,110.0,25.0,11.0,0.16,7.8,0.69,24.0,250.0,12.0,200.0,96.13798803141304
7271,310.0,77.0,49.0,0.15,27.0,0.32,70.0,840.0,110.0,520.0,304.17109168847827
7272,470.0,110.0,200.0,0.36,64.7,1.7,93.0,1500.0,28.0,770.0,510.54082098457104
7273,79.0,19.0,4.6,0.11,8.2,0.34,6.9,740.0,8.9,120.0,89.43094372849373
7274,113.4,26.2,9.1,0.1,9.7,2.4,16.0,260.0,6.0,196.0,103.50534550645436
7275,82.0,19.0,18.0,0.15,6.4,3.2,21.0,270.0,7.3,200.0,75.07094476079476
7276,152.0,62.0,78.0,0.21,25.0,4.0,71.0,849.0,128.0,535.0,274.39658988233975
7277,136.0,60.4,197.0,0.5,41.6,6.46,117.0,1040.0,107.0,634.0,310.0142374000999
7278,262.0,30.0,14.0,0.11,57.0,0.41,21.0,700.0,15.0,330.0,291.1397767590742
7279,134.0,50.1,61.5,0.22,5.4,2.23,89.0,710.0,85.1,404.0,149.54061799089794
7280,190.0,108.0,95.7,0.41,20.7,6.35,54.8,908.0,113.0,522.0,343.40778009490504
7281,240.0,140.0,180.0,0.39,36.0,3.6,140.0,1600.0,240.0,960.0,490.9930652680653
7282,100.0,20.0,4.5,0.14,12.0,2.9,17.0,260.0,7.3,190.0,101.0222858292035
7283,200.0,140.0,54.0,0.7,47.0,1.1,93.0,1410.0,448.0,1060.0,546.3551886030637
7284,158.0,76.0,471.0,0.13,117.0,5.29,143.0,2530.0,321.0,1390.0,720.4758764901763
7285,280.0,31.0,41.0,0.11,50.0,2.6,41.0,670.0,13.0,350.0,278.6648824732211
7286,110.0,23.0,16.6,0.2,9.9,7.0,19.0,370.0,9.0,280.0,108.15676063381065
7287,150.0,47.0,71.0,1.4,6.2,2.1,130.0,870.0,150.0,530.0,157.79904586302587
7288,75.0,22.0,10.0,0.28,8.1,2.9,14.0,270.0,15.0,190.0,86.72246561771564
7289,160.0,64.0,17.0,0.18,5.4,0.79,28.0,480.0,60.0,250.0,177.80261048673546
7290,210.0,66.0,110.0,0.2,24.0,0.7,218.0,1530.0,560.0,1000.0,306.9186020923521
7291,200.0,30.0,23.0,0.2,19.0,5.9,27.0,472.0,13.0,300.0,154.00512275224776
7292,102.0,96.0,160.0,0.13,27.6,28.7,46.3,1100.0,51.0,637.0,354.82133862803863
7293,200.0,120.0,180.0,0.64,36.0,0.58,59.0,1200.0,120.0,670.0,416.5378689088691
7294,81.0,21.0,54.0,0.17,12.0,1.2,30.0,290.0,9.4,270.0,106.07717181583938
7295,200.0,62.0,9.0,0.11,29.0,0.45,10.0,540.0,74.0,320.0,256.4850225472028
7296,240.0,85.0,63.0,0.16,22.0,0.73,60.0,800.0,61.0,520.0,299.34235170060487
7297,150.0,37.0,43.0,0.11,28.0,0.54,22.0,1200.0,35.0,370.0,234.165932451937
7298,89.0,16.0,11.0,0.12,5.2,1.3,22.0,220.0,6.0,180.0,65.26091797091796
7299,110.0,33.0,4.7,0.24,9.3,0.47,69.0,480.0,120.0,310.0,124.44158435453437
7300,110.0,44.0,43.0,0.58,7.6,1.1,48.0,460.0,46.0,270.0,138.10013908313908
7301,140.0,52.0,25.0,0.3,6.5,3.5,33.0,460.0,36.0,290.0,153.15279627916527
7302,75.0,12.0,37.0,0.2,9.0,1.4,29.0,270.0,3.5,190.0,68.4873911172161
7303,200.0,100.0,34.0,0.27,18.0,15.0,19.0,770.0,95.0,500.0,323.47194247419253
7304,170.0,33.0,20.0,0.15,17.0,1.5,31.0,420.0,18.0,260.0,156.22573658286163
7305,94.0,12.0,20.0,0.11,4.3,11.0,24.0,280.0,17.4,280.0,74.16512473359973
7306,210.0,50.0,51.0,0.12,34.0,1.2,21.0,630.0,40.0,400.0,267.46257898323904
7307,190.0,86.0,88.0,0.3,14.0,0.77,64.0,870.0,100.0,550.0,270.7556768428793
7308,194.0,110.0,71.9,0.48,20.0,1.1,52.1,860.0,154.0,570.0,342.7062078060828
7309,130.0,48.0,38.0,0.12,14.0,0.61,17.0,420.0,41.0,300.0,185.41285243090238
7310,176.0,25.9,8.4,0.1,19.2,2.53,22.7,366.0,6.4,223.0,143.9564091741592
7311,92.0,14.6,7.3,0.1,11.9,1.92,14.8,228.0,8.3,146.0,90.5795205805371
7312,130.0,51.0,5.6,0.52,8.3,6.6,12.0,430.0,20.0,260.0,159.33689717504717
7313,100.0,20.0,5.9,0.188,4.4,2.0,8.4,227.0,2.8,150.0,73.14527717560219
7314,200.0,54.0,12.0,1.4,14.0,0.82,21.0,440.0,17.0,260.0,189.97842006041333
7315,204.0,100.0,92.6,0.45,20.8,5.27,82.4,1080.0,160.0,638.0,350.907165169275
7316,150.0,46.0,24.8,0.4,14.0,0.04,26.8,537.0,65.5,230.0,171.57614192085686
7317,146.0,26.0,38.0,0.2,34.0,11.8,18.0,521.0,33.0,440.0,211.30434238095236
7318,100.0,40.0,26.0,0.47,6.6,1.1,38.0,400.0,71.0,220.0,124.80288431013432
7319,230.0,82.0,25.0,0.4,20.0,13.0,32.0,700.0,59.0,440.0,290.46521501060346
7320,104.0,23.0,18.2,0.12,4.8,3.12,32.9,319.0,13.1,224.0,79.26069317724759
7321,100.0,27.0,7.9,0.5,5.0,0.61,31.0,330.0,47.0,210.0,92.64828147702296
7322,77.0,22.0,60.0,0.2,11.0,3.7,45.0,404.0,8.0,271.0,122.00194125416252
7323,79.4,25.9,39.0,0.08,0.47,1.23,52.9,400.0,32.1,198.0,61.268090903540894
7324,270.0,9.3,82.0,0.27,3.0,0.25,160.0,770.0,46.0,480.0,49.43962586025089
7325,160.0,55.0,45.0,0.12,18.0,3.8,25.0,520.0,26.0,330.0,199.53489665223668
7326,199.0,126.0,82.7,0.44,21.4,5.29,55.5,1000.0,181.0,630.0,382.9500493256742
7327,120.0,25.0,5.6,0.16,12.0,2.7,17.0,280.0,12.0,210.0,105.71533834498838
7328,124.0,27.0,90.0,0.14,20.0,5.8,61.0,624.0,16.0,385.0,161.96299378399374
7329,280.0,67.0,27.0,0.16,31.0,8.49,29.0,710.0,21.0,380.0,304.92983225059254
7330,180.0,54.0,88.0,0.32,23.0,1.6,50.17,750.0,84.0,490.0,237.86547910839155
7331,270.0,45.0,44.0,0.13,49.0,3.4,51.0,730.0,13.0,470.0,304.3917521922521
7332,180.0,76.0,6.0,0.26,13.0,1.3,12.0,360.0,47.0,330.0,215.81456645021643
7333,226.0,84.5,126.0,0.55,21.9,1.5,95.1,1120.0,135.0,654.0,306.01601424457493
7334,120.0,21.0,7.2,0.16,13.0,3.4,27.0,290.0,7.1,190.0,106.43455943617495
7335,75.0,14.0,8.5,0.17,8.3,0.58,10.0,190.0,11.0,180.0,69.40807362914862
7336,90.0,39.0,32.7,0.2,7.8,0.68,21.9,350.0,23.0,180.0,121.41269315684318
7337,88.0,38.0,73.0,0.5,11.0,0.43,94.0,660.0,60.0,534.0,144.01534077034077
7338,230.0,232.0,70.0,0.5,74.0,4.3,125.0,2010.0,840.0,1490.0,841.0282512210013
7339,120.0,23.0,55.6,0.56,19.0,0.78,43.4,451.0,9.0,262.0,137.12388908313906
7340,150.0,73.6,85.0,0.33,13.0,3.3,69.0,800.0,100.0,460.0,239.31641459102994
7341,150.0,45.0,16.0,0.55,8.85,2.5,18.0,760.0,150.0,280.0,165.43159235209234
7342,330.0,180.0,3.0,0.42,27.0,0.47,7.7,930.0,250.0,670.0,465.63117618492595
7343,186.0,32.0,39.0,0.22,16.0,1.5,30.0,420.0,42.0,320.0,150.4675523920524
7344,280.0,83.0,25.0,0.1,38.0,5.7,39.0,733.0,25.0,590.0,357.4665130533911
7345,290.0,75.0,36.0,2.1,43.0,5.4,86.0,1020.0,190.0,650.0,381.5542777061827
7346,260.0,230.0,210.0,0.1,21.0,39.0,69.0,1600.0,110.0,1300.0,660.2098527583527
7347,170.0,74.0,200.0,0.17,39.0,0.93,140.0,1300.0,210.0,810.0,363.70122047985336
7348,142.0,16.0,104.0,0.3,11.0,2.0,105.0,630.0,12.0,368.0,123.70105718614721
7349,60.0,20.0,9.2,0.247,0.84,0.519,19.7,211.0,23.6,146.0,50.00091242923743
7350,68.0,23.0,26.0,0.11,2.1,0.555,30.0,295.0,29.0,190.0,73.15304557109557
7351,148.0,78.0,87.0,0.34,30.0,30.3,57.0,1000.0,101.0,566.0,334.65326466958044
7352,351.0,137.0,64.2,0.3,49.5,0.5,68.0,1160.0,233.0,832.0,545.461136030636
7353,204.0,53.0,12.5,0.137,17.0,1.3,16.0,513.0,21.2,288.0,203.90072004662005
7354,110.0,24.0,36.4,0.23,13.0,0.499,36.8,420.0,2.8,290.0,111.37647999059273
7355,168.0,88.1,63.1,0.18,17.7,2.9,50.0,782.0,111.0,488.0,289.4536404783549
7356,160.0,29.0,15.0,0.11,19.0,5.4,19.0,410.0,14.0,250.0,145.71876214063718
7357,80.3,18.0,6.1,0.13,4.3,1.7,22.9,241.0,9.3,230.0,69.02807633200135
7358,140.0,45.0,4.9,0.33,4.2,2.1,16.0,340.0,18.0,190.0,131.02052702297703
7359,170.0,100.0,76.0,0.1,19.0,9.5,33.0,870.0,110.0,620.0,326.83941895604397
7360,160.0,29.0,10.0,0.2,14.0,2.4,25.0,389.0,7.3,240.0,133.67934736015616
7361,260.0,66.0,63.0,0.25,41.0,0.63,44.0,950.0,80.0,480.0,335.9908957786332
7362,84.8,20.2,8.35,0.174,5.7,0.12,4.0,301.0,21.4,144.0,89.96069126984128
7363,320.0,110.0,65.0,0.17,28.0,7.629,25.0,960.0,44.0,480.0,401.8539666444667
7364,120.0,72.0,74.0,0.3,19.0,4.1,46.0,710.0,120.0,440.0,262.89583460428463
7365,110.0,43.0,97.0,0.13,19.0,1.5,26.0,440.0,3.3,410.0,174.61440363012804
7366,140.0,27.0,4.6,0.2,6.4,6.8,18.0,340.0,19.0,190.0,109.80318150321902
7367,71.0,21.0,21.0,0.1,3.8,1.7,21.0,240.0,5.3,150.0,72.09713002553
7368,140.0,220.0,140.0,0.2,16.0,2.7,71.0,890.0,110.0,490.0,377.20969269619275
7369,92.0,96.0,35.0,0.4,8.5,3.6,40.0,800.0,230.0,570.0,270.47892150496557
7370,212.0,99.0,143.0,0.124,33.0,2.22,47.33,972.0,62.1,512.0,378.36710450660445
7371,120.0,22.0,44.0,0.23,12.0,0.78,53.0,420.0,24.0,280.0,108.62958303932834
7372,98.0,42.0,45.0,0.5,4.8,1.4,72.0,550.0,120.0,360.0,132.98794369519365
7373,100.0,23.0,4.0,0.1,10.0,0.6,9.0,249.0,6.0,200.0,98.50645111555109
7374,290.0,220.0,220.0,0.25,42.0,1.5,109.0,1930.0,341.0,600.0,589.4100898268398
7375,170.0,64.0,54.0,0.5,25.0,2.0,50.0,720.0,120.0,460.0,272.04631759906755
7376,76.0,22.0,14.0,0.15,1.7,6.9,31.0,250.0,10.0,160.0,68.0786104673105
7377,103.0,27.0,12.0,0.12,6.8,7.32,23.7,301.0,7.7,226.0,94.98213477633475
7378,183.0,16.0,94.0,2.4,1.0,0.1,129.0,650.0,26.0,434.0,57.12502146808747
7379,140.0,50.0,4.5,0.32,5.7,3.8,11.0,330.0,24.0,210.0,144.31704275169272
7380,95.0,17.0,11.0,1.0,1.2,0.5,40.0,280.0,26.0,180.0,47.045241115910216
7381,71.0,0.26,6.41,0.1,5.1,0.68,37.9,129.0,5.3,90.0,39.767659049284056
7382,196.0,40.0,30.0,0.871,13.9,0.07,49.0,490.0,28.4,348.0,156.66709214396715
7383,180.0,78.0,19.0,0.28,16.0,4.3,12.0,540.0,33.0,310.0,242.7262409257408
7384,140.0,84.0,100.0,0.1,7.5,3.6,27.0,710.0,23.0,520.0,241.07821161616152
7385,310.0,95.0,23.0,0.32,38.0,2.7,29.0,890.0,140.0,530.0,392.17840853590843
7386,214.0,107.0,111.0,0.29,17.9,2.925,80.2,1080.0,155.0,648.0,343.2300361305362
7387,161.0,27.0,1.72,0.577,3.7,0.669,6.9,138.0,36.5,112.0,91.82860240037739
7388,160.0,48.0,20.0,0.2,8.5,1.4,25.0,400.0,12.0,260.0,150.16876165296696
7389,189.0,83.2,93.3,0.29,19.5,1.1,70.8,912.0,119.0,532.0,283.2546818962426
7390,73.0,26.0,9.6,0.1,9.7,2.4,13.0,281.0,50.7,197.0,108.32789717227223
7391,160.0,48.0,29.0,0.16,17.0,3.77,22.0,390.0,12.0,290.0,203.21428702539288
7392,299.0,121.0,84.0,0.49,60.0,0.4,176.0,2020.0,685.0,1543.0,602.2767369920925
7393,140.0,48.0,39.0,0.1,11.0,1.1,21.0,410.0,9.7,240.0,170.35172016872016
7394,49.0,66.0,49.0,1.2,6.4,1.3,79.0,700.0,220.0,500.0,202.17826673137972
7395,270.0,127.0,53.0,0.3,55.0,8.4,63.0,1290.0,305.0,910.0,544.9984647297148
7396,170.0,69.0,11.0,0.56,9.9,8.4,21.0,510.0,42.0,250.0,208.5526112993118
7397,183.0,51.1,10.2,0.4,11.5,1.13,18.2,290.0,8.1,202.0,167.38226272061272
7398,120.0,73.0,58.0,0.9,11.0,0.44,110.0,940.0,260.0,610.0,232.06629443650792
7399,120.0,33.0,27.0,0.64,6.0,1.7,47.0,440.0,51.0,240.0,112.1642423305453
7400,110.0,23.0,14.0,0.91,3.0,3.775,56.0,400.0,36.4,240.0,71.02124825844089
7401,260.0,100.0,67.0,0.23,24.0,2.7,49.0,930.0,100.0,650.0,360.83108757908764
7402,110.0,22.0,7.0,0.14,13.0,3.8,15.0,270.0,7.3,200.0,105.98248295038294
7403,97.0,16.0,5.0,0.16,11.0,3.2,18.0,230.0,8.5,180.0,96.07249732323234
7404,132.0,44.0,52.0,0.21,13.0,0.5,25.0,260.0,26.0,290.0,153.57170434010436
7405,150.0,86.0,80.0,0.25,31.0,12.0,34.0,806.0,110.0,590.0,342.1365690693196
7406,180.0,15.0,7.5,0.1,8.2,0.58,48.0,320.0,3.9,180.0,80.11960110059871
7407,120.0,25.0,59.0,0.22,13.0,1.1,47.0,480.0,13.0,310.0,116.20494236319234
7408,260.0,28.0,31.0,0.1,55.0,2.8,31.0,684.0,33.0,350.0,292.4237069319242
7409,480.0,93.0,92.0,0.2,66.0,10.0,67.0,1300.0,42.0,600.0,457.49492205898684
7410,180.0,190.0,380.0,0.31,41.0,4.1,56.0,1980.0,330.0,1400.0,632.2245788933291
7411,176.0,88.7,85.9,0.35,16.6,2.2,45.5,782.0,109.0,458.0,286.78444167571314
7412,70.0,2.5,3.6,0.23,0.16,2.9,30.0,140.0,4.3,100.0,16.97536385020209
7413,120.0,28.0,5.6,0.18,7.8,2.2,11.0,240.0,4.1,140.0,104.76150930458432
7414,140.0,110.0,120.0,0.43,17.0,2.2,130.0,1200.0,76.0,440.0,286.3397458214007
7415,325.0,64.5,42.5,0.1,25.8,4.42,25.6,700.0,15.9,451.0,265.54215746475745
7416,280.0,110.0,77.0,0.27,42.0,2.2,40.0,950.0,140.0,660.0,439.38006981907
7417,138.0,53.1,39.0,0.8,9.53,0.31,38.0,490.0,38.0,300.0,169.14997402564097
7418,220.0,60.0,16.0,0.19,19.0,12.0,27.0,540.0,19.0,340.0,233.25207808127547
7419,140.0,131.0,50.0,0.3,60.0,7.8,81.0,1370.0,457.0,1000.0,554.9178167332667
7420,250.0,140.0,98.0,0.29,33.5,4.1,100.0,1124.0,243.0,950.0,490.4470627705627
7421,440.0,100.0,170.0,0.24,90.0,2.7,140.0,1600.0,360.0,1200.0,640.5153990009986
7422,180.0,63.0,22.0,0.39,14.0,0.58,40.0,600.0,85.0,350.0,220.79323275613285
7423,100.0,57.0,43.0,0.28,8.0,1.8,46.0,670.0,67.0,400.0,172.36227911929734
7424,28.0,5.2,52.0,0.19,5.4,3.468,43.0,280.0,13.0,180.0,48.586802150627165
7425,81.0,13.0,9.4,0.13,9.3,0.7,12.0,190.0,2.1,160.0,70.85430773115773
7426,160.0,53.0,33.0,0.2,23.0,13.7,31.0,606.0,16.0,380.0,230.9169677295482
7427,490.0,14.4,23.1,0.46,4.64,1.3,27.2,252.0,3.6,213.0,72.80111414696417
7428,360.0,130.0,31.0,0.26,61.0,1.2,35.0,1100.0,200.0,730.0,509.6519395604396
7429,140.0,41.0,9.6,0.93,12.0,2.9,21.9,400.0,18.0,240.0,148.38177384380333
7430,120.0,52.0,40.0,0.14,15.0,0.61,18.0,410.0,40.0,290.0,199.41354493561994
7431,130.0,17.0,11.0,0.12,7.5,4.1,33.0,290.0,5.2,170.0,75.40154087512482
7432,130.0,27.0,3.3,0.1,11.0,0.61,17.0,260.0,12.0,200.0,113.20957933732937
7433,110.0,62.0,62.0,0.22,17.0,8.5,36.0,570.0,95.0,410.0,223.74437609612613
7434,310.0,52.0,119.0,0.2,93.0,1.7,49.0,893.0,66.0,690.0,478.59859742479733
7435,150.0,54.0,6.8,0.5,9.5,4.7,12.0,430.0,33.0,300.0,176.87444309645915
7436,190.0,100.0,41.0,0.16,29.0,9.5,23.0,760.0,99.0,390.0,362.3564980186479
7437,63.0,11.0,2.7,0.1,5.6,0.27,6.6,120.0,1.4,130.0,52.942826484626465
7438,295.0,141.0,40.0,0.53,39.0,2.0,53.0,1171.0,256.0,835.0,511.88217180042176
7439,107.0,31.0,37.3,0.12,6.5,4.2,34.4,402.0,13.6,290.0,108.66220430162974
7440,260.0,95.0,46.0,0.48,28.0,9.0,34.0,790.0,87.0,520.0,347.0129071989953
7441,93.0,21.0,3.6,0.1,9.1,1.2,7.8,210.0,2.1,170.0,94.2765173298923
7442,92.0,16.0,13.0,0.1,9.1,2.1,18.0,250.0,2.7,190.0,87.40039372700014
7443,48.0,10.0,2.4,0.14,4.5,0.86,6.8,120.0,4.8,110.0,45.896644692807186
7444,90.0,11.0,5.3,0.1,6.2,1.9,15.0,150.0,4.9,120.0,57.640365946798305
7445,140.0,65.0,80.0,0.3,22.0,0.86,84.0,840.0,170.0,450.0,262.1499750915751
7446,300.0,88.0,57.0,0.1,33.0,6.3,27.0,790.0,80.0,590.0,356.3243724157786
7447,85.0,160.0,40.0,0.57,56.0,1.3,190.0,1900.0,610.0,1100.0,608.4916312589371
7448,74.6,14.4,40.0,0.2,9.0,0.2,33.7,302.0,3.5,192.0,74.96576467976467
7449,240.0,95.0,170.0,0.11,64.0,5.9,110.0,1400.0,160.0,980.0,493.64695566655575
7450,280.0,62.0,46.0,0.15,37.0,12.0,61.0,830.0,74.0,500.0,305.05260039960046
7451,190.0,71.0,80.0,0.47,12.0,3.4,71.0,750.0,78.0,460.0,237.17729336858568
7452,40.0,7.98,13.0,0.116,4.76,1.49,11.8,17400.0,7.2,192.0,45.500161346986346
7453,110.0,16.0,26.0,0.2,6.0,3.14,45.0,360.0,13.0,250.0,73.96950926573427
7454,230.0,111.0,65.0,0.2,31.0,0.1,125.0,1090.0,330.0,770.0,429.81830680430687
7455,162.0,60.8,40.0,0.36,9.2,0.79,43.4,541.0,59.7,324.0,180.311955027084
7456,91.0,17.0,55.0,0.23,6.7,0.9,48.0,380.0,4.5,240.0,85.84094747474748
7457,60.0,37.0,26.0,0.1,4.0,6.0,22.0,294.0,23.4,150.0,93.9303665279165
7458,50.0,12.0,3.2,0.1,1.1,0.7,13.0,100.0,1.0,160.0,31.63446930014429
7459,84.0,5.2,8.0,0.18,0.21,0.3463,43.0,214.0,13.0,150.0,19.479586793761793
7460,100.0,35.0,25.0,0.068,3.1,1.212,23.0,328.0,22.0,200.0,101.84908792851591
7461,290.0,140.0,82.0,0.5,42.0,10.0,72.0,1200.0,200.0,850.0,516.2409874708625
7462,37.0,52.0,41.0,0.08,0.21,4.5,44.0,477.0,84.0,320.0,93.1385084959485
7463,320.0,59.0,29.0,0.12,41.0,0.79,29.0,680.0,33.0,380.0,300.5238268331669
7464,240.0,14.0,75.0,0.12,12.0,0.48,150.0,790.0,28.0,490.0,106.42761779276277
7465,100.0,6.9,5.3,0.25,7.2,1.4,11.0,220.0,3.3,210.0,60.4201919790993
7466,240.0,50.0,110.0,0.19,56.0,1.4,130.0,1200.0,180.0,700.0,380.5775365578866
7467,145.0,19.7,1.19,0.12,1.9,0.6,10.4,314.0,7.1,200.0,63.89271395548895
7468,180.0,16.0,17.0,0.35,16.0,0.27,41.0,400.0,14.0,29.0,114.97234775290073
7469,230.0,95.0,35.0,0.41,13.52,6.0492,71.36,850.0,120.0,560.0,302.5180083805084
7470,161.0,34.7,16.4,0.2,20.5,4.89,17.0,423.0,17.4,240.0,175.35478058053067
7471,100.0,23.0,5.0,0.2,9.0,1.6,68.0,280.0,24.0,210.0,98.60554722499721
7472,160.0,17.0,4.5,0.26,31.0,1.0,7.3,310.0,6.9,200.0,176.75600521700522
7473,240.0,100.0,28.0,0.44,15.6,4.0,19.0,610.0,36.0,430.0,282.3693310708898
7474,220.0,87.0,34.0,0.51,27.0,3.2,38.0,760.0,150.0,530.0,319.485452484212
7475,290.0,150.0,210.0,0.51,31.0,1.6,110.0,1000.0,49.0,610.0,463.6887313797313
7476,220.0,55.0,45.0,0.1,23.0,2.3,26.0,622.0,9.0,350.0,227.46513339527138
7477,280.0,56.0,34.0,0.32,52.0,2.1,41.0,820.0,38.0,440.0,345.15411555111564
7478,464.0,73.0,39.0,0.56,47.0,5.6,130.0,1200.0,100.0,680.0,380.68012396818864
7479,330.0,70.0,68.0,0.1,55.0,7.5,55.0,920.0,51.0,550.0,409.37462759462744
7480,170.0,83.0,20.0,0.083,21.0,0.15,21.0,630.0,120.0,420.0,284.25382032800536
7481,112.0,24.0,53.0,0.1,22.0,2.7,35.0,400.0,32.0,308.0,151.9671738042659
7482,220.0,62.0,22.0,0.7,24.0,6.3,27.0,648.0,55.1,380.0,251.641842962593
7483,98.3,24.0,7.9,0.29,11.0,5.11,34.0,287.0,5.9,261.0,106.69927160894656
7484,120.0,74.0,35.0,0.45,16.0,0.56,23.0,570.0,120.0,380.0,256.42907231657233
